Locus,Name,LocusName,MedianSputumEffect,MedianSputumP,sp1.Est,sp2.Est,sp3.Est,sp4.Est,sp5.Est,sp6.Est,sp1.FDR,sp2.FDR,sp3.FDR,sp4.FDR,sp5.FDR,sp6.FDR,sp1.P,sp2.P,sp3.P,sp4.P,sp5.P,sp6.P
PA0864,,PA0864,0.762078624,0.089952056,0.607279747,0.393847421,1.218283124,0.534563675,0.916877501,1.718856931,0.268045761,0.371412652,0.049158661,0.260577539,0.045183846,0.003253212,0.160008311,0.285762209,0.019238999,0.173264103,0.0198958,0.000760491
PA0878,,PA0878,0.760976326,0.22063631,-0.002956767,-0.416828142,-0.819737254,1.52490942,1.877790428,2.503614686,1,0.595332806,0.541805599,0.053726238,0.018821656,0.011810692,0.996869108,0.507150832,0.414579223,0.026693398,0.006913603,0.00387195
PA2478,,PA2478,0.760850396,0.010298042,0.574584832,0.403537282,3.294105727,0.84837919,0.673321601,1.442599113,0.132540593,0.190129418,1.29E-17,0.007599405,0.041095142,0.000761281,0.066200514,0.13043452,9.06E-20,0.002890121,0.017705962,0.000109289
PA3065,,PA3065,0.760269378,0.268611829,0.308597924,0.188661845,0.047239575,1.812113866,1.211940831,1.883346877,0.655214268,0.725518494,0.968843154,0.000280681,0.018771977,0.004284553,0.53033489,0.65017153,0.939767658,7.00E-05,0.006888769,0.001076778
PA2812,,PA2812,0.760255514,0.069206122,0.074445117,0.795225227,1.772692114,2.019677697,0.725285802,0.400048578,0.925526176,0.083069861,0.005505437,2.34E-05,0.153827144,0.600401052,0.875172874,0.049363733,0.001394234,4.47E-06,0.089048512,0.495241303
PA3475,pheC,pheC,0.758297414,0.02673593,0.865107487,1.246808717,1.086986726,0.651487341,0.37044634,0.170677302,0.034070071,0.000154288,0.029102257,0.076333082,0.346291382,0.778703745,0.013148488,4.58E-05,0.010255762,0.040323372,0.242124406,0.699729938
PA0417,chpE,chpE,0.758057892,0.095148378,0.592311564,0.997857911,-0.336504923,-0.134479828,0.923804221,1.985330147,0.282869628,0.016194051,0.669441629,0.808602482,0.043712179,0.000660021,0.171171372,0.007838398,0.55301189,0.732396877,0.019125383,9.04E-05
PA3931,,PA3931,0.757576905,0.226944384,-0.574073959,0.85726878,-0.099712465,0.65788503,2.132380496,3.479897729,0.558523739,0.220141473,0.949815231,0.401652135,0.004004333,0.000175226,0.424430992,0.154578104,0.911809286,0.299310664,0.001120201,1.54E-05
PA3568,,PA3568,0.756526934,0.044604567,0.404445172,0.238598319,1.965126724,0.453026032,1.060027836,1.549101404,0.28147118,0.427494549,1.88E-07,0.149982211,0.000420213,0.000119305,0.170078145,0.339714868,1.29E-08,0.089130224,7.89E-05,9.30E-06
PA1768,,PA1768,0.756431606,0.007251927,0.715882699,1.385676011,-0.055639252,0.796980513,0.8810675,-0.286063107,0.032005217,2.14E-07,0.928494751,0.00617337,0.002785835,0.549709719,0.012239271,3.47E-08,0.880261257,0.002264583,0.000718215,0.441755143
PA3358,,PA3358,0.7563263,0.18086299,0.884490876,0.628161724,-0.539355976,0.450884654,1.947490554,2.994133646,0.240479845,0.30086189,0.619516042,0.517123963,0.002082525,0.000181001,0.139274041,0.222451938,0.497743847,0.407309994,0.000512408,1.61E-05
PA1396,,PA1396,0.755602735,0.016706023,0.729857384,0.546214167,0.900324651,0.512178356,0.901421371,0.781348086,0.026207366,0.043995861,0.026320067,0.085585104,0.00188245,0.051317616,0.009626539,0.023990021,0.00903049,0.045961815,0.000455581,0.023785508
PA1602,,PA1602,0.754398151,0.314506396,-0.352393916,-0.012826015,-0.530785556,1.521622316,2.359821039,2.91501967,0.756931674,0.998778674,0.709226111,0.058748407,0.003727615,0.003644402,0.650287619,0.984147402,0.599195244,0.029817549,0.001017931,0.000885197
PA5248,,PA5248,0.753628666,0.002509352,1.196832193,0.759491421,-0.696968472,0.940253977,0.747765911,0.13645603,0.000121011,0.004001199,0.128981109,0.000839987,0.010191658,0.779803479,1.86E-05,0.001661432,0.063035749,0.000237343,0.003357273,0.701248338
PA5229,,PA5229,0.752551246,0.008270427,0.77429108,2.540750986,0.092620106,0.730811412,0.792577199,0.130686967,0.025692151,1.26E-18,0.878656453,0.016958389,0.010574392,0.802689025,0.009374163,2.90E-20,0.807955329,0.00716669,0.003513044,0.729858167
PA2557,,PA2557,0.752440085,0.05165236,1.73678256,1.530963218,-0.958821098,0.759494333,0.745385837,0.543052959,0.000255772,0.000158446,0.181287893,0.090938897,0.101401866,0.407360604,4.41E-05,4.71E-05,0.09691171,0.049507276,0.053797445,0.303482935
PA4871,,PA4871,0.752352423,0.034616508,0.647820344,0.293449356,0.516787398,0.856884501,1.297083207,1.455172649,0.126296627,0.410124044,0.350636315,0.016281138,0.000271513,0.002122607,0.062372536,0.322456251,0.232793468,0.006860479,4.78E-05,0.000439944
PA5419,soxG,soxG,0.750786498,0.324257343,0.622991172,0.878581825,-0.822150708,0.07971354,2.253001517,3.635610698,0.574184921,0.283811576,0.575957444,0.94765284,0.009529991,0.000700767,0.440362953,0.208151733,0.452841234,0.913558626,0.00308513,9.83E-05
PA0392,,PA0392,0.747796718,0.030957636,0.65471699,0.926618708,0.840876447,0.626519476,0.543837557,1.014108483,0.086846356,0.001999021,0.072926168,0.060261439,0.110851943,0.022289702,0.03981093,0.00077919,0.031202878,0.030712394,0.059914027,0.008617798
PA4175,piv,piv,0.745887948,0.134659361,1.017129388,-1.494450889,2.964047258,0.474646509,1.497221699,-0.084939591,0.342115628,0.057740519,0.00763906,0.631692538,0.096552389,0.961925012,0.218730648,0.032690578,0.002076677,0.527592978,0.050588073,0.93645787
PA1311,phnX,phnX,0.744080855,0.087795812,0.120568847,-0.541098912,1.717467639,1.105243945,0.382917765,1.256970451,0.869916693,0.220845032,0.005202749,0.017551598,0.460843162,0.045204223,0.791138698,0.155155317,0.001305709,0.007442026,0.349005474,0.020436307
PA0817,,PA0817,0.743374448,0.071932622,0.758190385,0.728558512,2.853446217,0.602997131,0.763507026,0.158607778,0.164685666,0.092442523,3.57E-07,0.211212462,0.107334707,0.840939941,0.086129043,0.055760785,2.57E-08,0.13407432,0.057736202,0.77703559
PA1416,,PA1416,0.742863827,0.169477176,-0.667002949,0.790089562,-0.447181716,2.297310235,0.695638091,1.611351595,0.419599668,0.191282705,0.688910864,0.00026679,0.306682052,0.054474076,0.28712164,0.131359991,0.575623837,6.60E-05,0.207594362,0.025535321
PA3203,,PA3203,0.74278047,0.023552136,0.72372066,1.208329915,0.186876786,1.191048581,0.76184028,0.437829127,0.074901668,0.000161547,0.766626042,0.000507734,0.033524531,0.40577746,0.033283788,4.81E-05,0.665180616,0.00013473,0.013820485,0.302089853
PA5510,,PA5510,0.742024523,0.064318736,1.369225705,0.500487817,0.095265295,0.061817409,0.983561229,1.301678622,0.001335448,0.181984284,0.903609431,0.906366447,0.013240178,0.012839779,0.000302573,0.124048256,0.844140576,0.857691801,0.004589216,0.004303962
PA4132,,PA4132,0.73934657,0.420162309,-0.296472908,4.279342032,0.174318348,0.285541609,2.328070826,1.193151532,0.789970456,4.99E-08,0.908215029,0.753087605,0.002962975,0.262086605,0.690011049,7.12E-09,0.85035577,0.665446894,0.000771164,0.174877724
PA0386,,PA0386,0.738996142,0.113610875,0.425503636,1.052488648,-0.884655396,0.380162945,1.378447086,2.804171294,0.546715367,0.036493754,0.321805147,0.52755831,0.011346823,5.14E-05,0.412746793,0.019386907,0.207834844,0.418306151,0.003823429,3.03E-06
PA0660,,PA0660,0.738226062,0.039213064,1.712837754,0.496894395,1.027296764,0.625307292,0.851144832,-0.830192368,2.07E-05,0.164638445,0.050677157,0.104720398,0.026145955,0.152576971,2.41E-06,0.110199991,0.019984481,0.058441647,0.010145438,0.089971678
PA3806,,PA3806,0.737031435,0.039900858,0.595067293,0.878995578,1.106211853,1.395642759,0.049598941,-1.395987166,0.319006066,0.050733683,0.104501521,0.003215196,0.941164153,0.06448355,0.199491457,0.028233856,0.048601093,0.001082829,0.905816815,0.031200623
PA2358,,PA2358,0.736405889,0.164365604,0.465129194,0.101687536,2.624937279,-0.188158865,1.007682584,1.944268374,0.446008426,0.849136778,8.09E-06,0.743191334,0.038177549,0.001581168,0.312550306,0.795041192,8.01E-07,0.653716211,0.016180902,0.000300523
PA3976,thiE,thiE,0.736073365,0.181007144,0.624712729,0.847434001,4.750913383,3.000554854,0.58365104,-0.034169325,0.415597283,0.141460538,1.67E-10,9.58E-07,0.375851227,0.983351546,0.283945283,0.092229888,5.27E-12,1.30E-07,0.269784401,0.963505033
PA3683,,PA3683,0.735817627,0.133091892,0.189020357,0.882571563,0.936603414,1.018521969,0.429369969,0.589063691,0.740669093,0.017149631,0.101987981,0.010079108,0.322881161,0.312996843,0.627839895,0.008352093,0.047173884,0.003979992,0.220939566,0.2190099
PA1563,,PA1563,0.735648152,0.042644435,0.252916502,0.849412146,3.838230561,1.850058082,0.621884158,0.213338079,0.641822586,0.021090587,8.94E-16,1.71E-06,0.133059844,0.746416562,0.513187733,0.010515682,8.95E-18,2.49E-07,0.074773187,0.660352034
PA5563,soj,soj,0.734904456,0.04202789,0.623660874,0.944886152,1.926932998,0.846148037,0.307039482,-0.906869594,0.175861762,0.007559256,7.95E-05,0.027750968,0.474595144,0.127066662,0.093597759,0.00335112,1.07E-05,0.01251667,0.36185465,0.07153911
PA3650,dxr,dxr,0.732638293,0.035691062,1.023577855,1.707155508,-1.03577167,0.863425274,0.601851311,-0.496277116,0.025702716,5.65E-06,0.115367254,0.035228855,0.159569497,0.447217726,0.009392867,1.25E-06,0.054930039,0.016452085,0.093254901,0.340475692
PA2993,,PA2993,0.73079177,0.008609164,2.066274889,2.056187485,-1.971141262,0.608867605,0.852715934,-0.157941094,1.71E-06,4.43E-08,0.002495456,0.146040901,0.039115836,0.822115902,1.43E-07,6.28E-09,0.000550507,0.086450677,0.016667822,0.754361342
PA1808,nppC,nppC,0.730568889,0.060910451,0.614701487,0.846436291,-1.182763022,-0.229618011,1.393067368,1.232381378,0.324912827,0.073623151,0.153649555,0.699356352,0.005921291,0.069517432,0.204424796,0.043000675,0.078820226,0.602310344,0.001762462,0.034099899
PA1716,pscC,pscC,0.730272012,0.041722177,0.755991706,0.704552317,-1.327342967,0.11092695,0.972821617,1.354687576,0.152302133,0.093531843,0.064807652,0.842448164,0.032065421,0.021941859,0.078075558,0.05649993,0.026944424,0.775620054,0.013070607,0.008440954
PA5011,waaC,waaC,0.730074412,0.010502899,0.580346341,1.537183528,-1.46722761,1.764527339,0.879802482,-0.047606324,0.238393183,3.37E-05,0.02280492,7.09E-06,0.03271393,0.955093782,0.137563493,8.69E-06,0.007599861,1.21E-06,0.013405937,0.924251863
PA1078,flgC,flgC,0.729528857,0.049457528,2.88009297,0.847303616,2.865306946,0.382123889,0.611754099,0.495872783,2.63E-11,0.024663186,6.16E-09,0.385886642,0.150028261,0.413840823,6.22E-13,0.012526371,2.99E-10,0.284437328,0.086388685,0.30976327
PA3302,,PA3302,0.728690716,0.067884595,0.650159795,0.598872148,1.377230949,0.400441263,0.989783076,0.807221637,0.155076176,0.098803131,0.007269398,0.331962962,0.010467899,0.132389182,0.079905871,0.060304103,0.001943014,0.235193836,0.003472153,0.075465087
PA0805,,PA0805,0.728534467,0.116437766,0.530171122,0.125889636,3.929530058,3.428003659,0.926897812,-3.37216195,0.651200262,0.903505269,0.000315085,0.000145501,0.323781073,0.027562269,0.524457354,0.858314149,5.10E-05,3.40E-05,0.221725824,0.011149707
PA2397,pvdE,pvdE,0.728105182,0.173054032,2.183480496,0.483847073,0.972363291,-0.206569777,1.086865236,-0.304633613,6.12E-05,0.326754204,0.186598129,0.731198459,0.035364498,0.720988468,8.45E-06,0.245151671,0.100956393,0.63944125,0.014709347,0.631023077
PA3156,wbpD,wbpD,0.727615109,0.0635794,0.275490619,1.223182013,1.145615905,0.957041994,0.498188224,-2.14993648,0.724318768,0.018445383,0.150749325,0.092240206,0.415231247,0.017711323,0.609111006,0.009057596,0.076829772,0.050329028,0.305119907,0.00641014
PA3458,,PA3458,0.727244277,0.138812647,-0.125341942,0.823133829,1.597486829,2.379919604,0.631354725,0.318055025,0.887881858,0.123292472,0.035548369,2.02E-05,0.296996199,0.72935545,0.8196312,0.078307381,0.013120081,3.82E-06,0.199317912,0.640215006
PA0716,,PA0716,0.726979519,0.109246216,0.768580198,1.002982192,-1.055280508,0.70173783,0.752221207,-1.281882238,0.218284391,0.03820556,0.214161927,0.194147756,0.164935066,0.116126471,0.122741873,0.020437092,0.121476193,0.121436048,0.097056384,0.063790076
PA0951,,PA0951,0.726858397,0.043552036,0.876156431,0.577560363,1.180711161,1.473708854,0.547716082,-0.966026176,0.053427204,0.12528421,0.030822359,0.000143025,0.1912543,0.117210281,0.022512937,0.079836252,0.010981151,3.33E-05,0.116571812,0.064591134
PA4852,,PA4852,0.725980621,0.07620288,1.295637502,1.782654914,0.079091879,1.810080518,0.15632374,-0.86610765,0.010947531,2.90E-05,0.933377811,5.94E-05,0.781762584,0.229831597,0.003487148,7.41E-06,0.888914007,1.27E-05,0.697566983,0.148918613
PA4643,,PA4643,0.724270245,0.054386474,0.34944757,0.487731854,1.402118562,1.057049891,0.960808636,0.464688037,0.4580175,0.159366085,0.003688932,0.003085034,0.008709759,0.392554718,0.323485582,0.10600166,0.000870082,0.001034147,0.002771287,0.288870118
PA4444,mltB1,mltB1,0.720573784,0.04252309,1.425267423,1.392727156,-1.428504538,0.725686995,0.715460573,-0.445950064,0.003730555,0.000758804,0.048870194,0.116262132,0.125717579,0.542829859,0.000995819,0.00026634,0.019100373,0.065945807,0.069742588,0.434130514
PA0924,,PA0924,0.718912574,0.044957457,0.789463156,1.499292771,-0.826908135,0.511473349,0.648361993,0.838777144,0.055289304,5.19E-06,0.154043608,0.173770696,0.08072953,0.093416967,0.023394614,1.14E-06,0.079081526,0.106220311,0.040662294,0.04925262
PA5531,tonB1,tonB1,0.718729069,0.032789425,1.748358297,1.108018709,-0.052863095,1.207103388,0.329439429,-1.258787589,0.001180095,0.016284836,0.96390712,0.014492173,0.558791775,0.106475403,0.000262819,0.007893773,0.931427273,0.005987114,0.447288397,0.057685077
PA1246,aprD,aprD,0.716973263,0.287911433,1.9210897,-0.471287016,0.848788133,-0.211051831,1.035704056,0.585158393,0.003972445,0.42703622,0.354808619,0.773610409,0.100380547,0.529285623,0.001077817,0.339200761,0.236622105,0.690655695,0.05313228,0.420362126
PA4586,,PA4586,0.716041888,0.189638833,0.413141631,0.5034596,0.573394813,0.858688964,2.140723388,2.74363638,0.591373289,0.375777194,0.533630668,0.150519231,0.000220673,0.000193686,0.4578208,0.289779745,0.405701659,0.089497921,3.73E-05,1.75E-05
PA0964,pmpR,pmpR,0.715660419,0.030601452,1.465138957,1.700449975,-0.427457641,0.707702902,0.723617937,-1.495268215,0.001457694,1.30E-05,0.550200254,0.102840768,0.0982806,0.02405817,0.000334364,3.14E-06,0.426313464,0.057123733,0.051762036,0.009440868
PA5115,,PA5115,0.714772212,0.159825211,-0.166710269,-0.448757785,2.749475481,0.517288222,0.912256202,1.78759402,0.836430913,0.388982073,3.30E-05,0.368778034,0.098028515,0.01021162,0.74985906,0.302147184,3.99E-06,0.268072766,0.051577657,0.003193596
PA4445,,PA4445,0.714481645,0.014833388,0.815351451,0.757259501,2.788270029,0.671703789,0.08590989,-1.022808653,0.028449,0.012663291,3.00E-12,0.043403163,0.835330456,0.04259417,0.010649652,0.00596717,5.85E-14,0.020825596,0.766574755,0.019017123
PA1409,aphA,aphA,0.713819032,0.197834126,1.138920941,-0.331833671,-0.450653163,0.288717122,1.417066781,1.49006292,0.030127547,0.474882503,0.572415023,0.586827816,0.002581229,0.015872707,0.011378463,0.38428979,0.448750072,0.480543803,0.0006555,0.005601968
PA3649,mucP,mucP,0.713429091,0.062277938,0.701839593,0.725018589,2.117420822,1.049453841,0.426967715,-1.267720543,0.235677732,0.116035597,0.000682249,0.031725704,0.42675266,0.097184361,0.135169327,0.072944807,0.000122608,0.014576675,0.315982708,0.05161107
PA1961,,PA1961,0.713146621,0.112464215,-0.184482836,0.01286415,0.794268747,0.785066532,0.64122671,2.14792785,0.773555449,0.988552229,0.223469502,0.079880068,0.164664518,0.000177098,0.669699724,0.971550102,0.128089048,0.042631676,0.096839382,1.57E-05
PA3671,,PA3671,0.7120463,0.294174802,0.131750382,0.335403084,1.331355503,-0.410861069,1.088689516,2.567151575,0.903380852,0.636940733,0.176164392,0.599761991,0.128926435,0.003478885,0.84345141,0.552097276,0.093214398,0.495135206,0.071771613,0.000831562
PA3889,opuCC,opuCC,0.711636394,0.059402001,-0.487834719,-0.426610283,0.902541588,1.030022743,0.713553387,0.709719401,0.270441714,0.198393878,0.06980362,0.002746271,0.046889719,0.151582316,0.161847358,0.137113916,0.02953607,0.000907289,0.020778613,0.089267932
PA4318,,PA4318,0.711322975,0.058753976,0.525168571,0.89747738,-0.982421836,0.368496229,1.14643439,1.821568376,0.354803526,0.033246108,0.185488835,0.459717116,0.012075541,0.001956152,0.229769219,0.017471589,0.100036362,0.352510608,0.004115602,0.000398488
PA4197,bfiS,bfiS,0.711299601,0.082622467,0.831494215,-0.1482015,-1.199534167,0.969020002,0.591104986,1.126369677,0.169369294,0.787584292,0.149888392,0.059469641,0.277462428,0.105848226,0.089143298,0.720132355,0.076101635,0.030235793,0.183643645,0.057196681
PA0536,,PA0536,0.711235419,0.108104694,0.564302195,0.621962389,1.67349935,1.899841414,0.478949925,0.800508449,0.303492678,0.138213593,0.003999831,1.11E-05,0.317579792,0.201501901,0.18705972,0.089749086,0.000958191,1.97E-06,0.216253,0.126460301
PA1620,,PA1620,0.709356635,0.344128958,0.05489553,0.329191768,-0.149684939,1.089521502,2.085266951,3.308401519,0.969735664,0.673830343,0.922364685,0.16134272,0.00646532,0.000528702,0.93971192,0.591050202,0.872083039,0.097207714,0.001969581,6.73E-05
PA0549,,PA0549,0.708594076,0.018720401,1.031985053,1.062309176,0.015363838,0.582236813,0.474356289,0.834951338,0.001050124,5.06E-05,0.988008988,0.046227605,0.114771101,0.035047893,0.00022687,1.35E-05,0.9659011,0.022407975,0.062380853,0.015032827
PA5183,,PA5183,0.708107937,0.097788163,0.138617744,0.834039657,3.481676707,1.958207835,0.582176217,-0.039499312,0.847946327,0.060841051,1.25E-09,2.51E-05,0.249414869,0.969937185,0.763866005,0.034712927,5.24E-11,4.82E-06,0.160863399,0.946276029
PA1477,ccmC,ccmC,0.707634843,0.026053754,0.795713665,1.218290036,0.309832499,0.809995385,0.619556022,-0.445418299,0.037836611,7.53E-05,0.57530471,0.015748981,0.075031085,0.404016129,0.014960668,2.09E-05,0.45191601,0.006591503,0.037146839,0.300424068
PA0428,,PA0428,0.706548825,0.055013055,1.125610832,0.876190351,-0.804699722,1.184370137,0.536907298,-0.246405804,0.007307527,0.012543087,0.191263947,0.001477875,0.179491417,0.699478399,0.002175073,0.005901723,0.104124388,0.000450262,0.107890155,0.606059118
PA5121,,PA5121,0.706395176,0.018796158,0.838257405,0.63845316,-0.417401954,0.092440037,0.774337191,1.304850096,0.031163792,0.04684404,0.468777804,0.829992707,0.027267618,0.004387506,0.011819051,0.025773265,0.340847042,0.75963706,0.010712786,0.001111892
PA2302,ambE,ambE,0.706339103,0.197188858,1.173007146,0.558837323,-1.194150543,-0.301689016,0.853840883,0.950966312,0.130495661,0.392302679,0.28210611,0.697949871,0.224089101,0.314519351,0.064835594,0.305552701,0.174026496,0.600815044,0.141107704,0.22035122
PA1675,,PA1675,0.705851706,0.108656199,0.021070042,1.782100341,0.632400325,1.839080387,0.779303087,-0.184678102,0.982167088,1.59E-06,0.300327867,2.68E-06,0.05938979,0.789619107,0.957345736,3.10E-07,0.189431091,4.15E-07,0.027881307,0.713816781
PA0674,vreA,vreA,0.705222208,0.117876285,1.260294572,0.49744839,-1.34737071,1.777917207,-0.202070402,0.912996026,0.045648447,0.364187904,0.144545717,0.00124581,0.764887552,0.246833461,0.018474082,0.278669579,0.072932421,0.000371688,0.677767155,0.162820149
PA2980,,PA2980,0.704684849,0.074900101,0.658779622,0.750590076,1.494200585,0.782085896,0.453515729,-0.279496313,0.202089787,0.061830378,0.008804501,0.073197719,0.330030859,0.697555804,0.11147995,0.035407603,0.002456854,0.038320252,0.227164098,0.603413928
PA5025,metY,metY,0.704130807,0.127350687,0.047821243,0.513346925,0.829335186,0.578926427,1.140309961,1.870054851,0.951392395,0.230916654,0.206431422,0.217499217,0.011286122,0.0012803,0.912488494,0.163643638,0.115895774,0.1388056,0.003794131,0.000223412
PA1807,nppD,nppD,0.703757476,0.061831685,0.591101336,0.816413617,-1.06968808,-0.430941947,1.001394224,0.910876094,0.251677201,0.03822141,0.118077195,0.343485329,0.019485686,0.120671821,0.147834958,0.020452278,0.056614057,0.246009763,0.007195136,0.067049313
PA0997,pqsB,pqsB,0.703546349,0.146352793,0.536016792,1.304621125,1.978404756,-0.1912266,0.871075907,0.108644132,0.379995418,0.003546957,0.00157531,0.740655626,0.08083526,0.903002906,0.251975851,0.001458498,0.00031932,0.651225814,0.040729735,0.854825847
PA1042,,PA1042,0.703372658,0.121592413,-0.233121794,0.063841709,3.163625343,0.660080252,0.746665064,1.252329036,0.75421921,0.920419141,4.61E-07,0.225036458,0.16652316,0.071659156,0.645679415,0.880035711,3.41E-08,0.144784776,0.098400049,0.035414563
PA3801,,PA3801,0.702447254,0.210710543,1.675910961,2.023911696,0.209197322,0.319174138,1.085720369,-0.137800755,0.000551727,1.19E-06,0.796728616,0.525108759,0.016812351,0.862325068,0.000105736,2.25E-07,0.702206232,0.415357663,0.006063422,0.804816552
PA0127,,PA0127,0.700038851,0.031510981,0.096377537,0.290845168,2.148274338,0.66573602,0.734341681,1.23442218,0.868118166,0.426002321,2.69E-06,0.075605134,0.051146934,0.011706745,0.788588913,0.33815523,2.34E-07,0.039899024,0.023122938,0.003805
PA2763,,PA2763,0.699301846,0.153223949,0.82728469,1.420088441,-0.406494508,0.601257361,0.797346331,-1.301588741,0.274462435,0.014314372,0.713436516,0.368005642,0.224750434,0.188776951,0.164687095,0.006840652,0.604755769,0.267382127,0.141760804,0.116751487
PA1907,,PA1907,0.698978053,0.000458626,1.10867374,0.289282366,-1.766584541,-0.290968539,1.32355107,2.102997928,0.002792577,0.388651621,0.001061873,0.435899224,8.21E-05,1.82E-06,0.000715053,0.301822293,0.000202199,0.33027559,1.18E-05,4.65E-08
PA4457,,PA4457,0.696488271,0.060422285,0.387675102,1.132992031,0.962533175,1.277400915,0.430443367,-1.389547863,0.539930793,0.011065409,0.169098487,0.00727112,0.416382588,0.066109153,0.405374506,0.005122946,0.088633009,0.00274613,0.306185161,0.03221156
PA1128,,PA1128,0.693552619,0.056918743,0.579265529,0.348971329,1.121816556,0.807839709,0.244705022,0.973212726,0.175841629,0.316602211,0.021820803,0.023180336,0.545365936,0.044971353,0.093537378,0.235923656,0.007199563,0.010212319,0.433765957,0.020300108
PA5479,gltP,gltP,0.6911021,0.078766109,0.496719172,1.171301441,-0.297793732,1.169980391,0.812130595,0.570073604,0.252113382,0.000289325,0.626864816,0.0007079,0.024180778,0.26809841,0.148268154,9.09E-05,0.505408382,0.000196418,0.009264064,0.179783086
PA2133,,PA2133,0.690889494,0.313520643,0.691947966,0.689831022,0.398001628,0.474155678,2.490786574,4.902427926,0.485008295,0.363855234,0.768885658,0.586808214,0.001653002,8.24E-07,0.348817829,0.278223456,0.667815922,0.480424766,0.000393378,1.76E-08
PA4577,,PA4577,0.688889052,0.065418425,-1.301363734,1.300121682,1.177872146,1.546833914,0.199905958,-1.986003927,0.153885741,0.060656264,0.269903418,0.036487347,0.824353788,0.097236369,0.07916403,0.034586206,0.164036066,0.017129458,0.752740042,0.05167282
PA0470,fiuA,fiuA,0.687728241,0.016708421,1.441681936,0.7333423,-1.677262972,0.613199477,0.642114181,0.876608267,5.09E-05,0.016438472,0.00130244,0.068404912,0.059041467,0.054323594,6.80E-06,0.00797113,0.000256922,0.035499004,0.027677485,0.025445713
PA3080,,PA3080,0.687374051,0.014989789,0.685541778,0.689206324,1.755590973,0.503977311,1.566693026,0.682928073,0.053182732,0.015764035,7.76E-06,0.114020296,2.93E-07,0.117619651,0.022379753,0.007599825,7.67E-07,0.064514116,1.68E-08,0.064910243
PA0350,folA,folA,0.686881541,0.0293852,0.568088124,0.385066608,1.888583817,0.805674958,0.495533786,0.997038852,0.111718364,0.183655326,6.38E-07,0.007036983,0.116085337,0.014887214,0.053604424,0.125445162,4.83E-08,0.002650292,0.063237783,0.005165975
PA3933,betT3,betT3,0.686293647,0.114844777,1.295804059,-0.248037948,-1.347968,0.678321367,1.036536137,0.694265927,0.037017562,0.664475332,0.138910382,0.244327236,0.06816149,0.393025194,0.014578345,0.58039553,0.06926016,0.160429394,0.032956284,0.289499787
PA1565,pauB2,pauB2,0.686229538,0.039852321,0.543371037,0.640195938,0.339297755,0.899447645,0.732263138,1.135826469,0.253070138,0.080263171,0.594684128,0.020229087,0.067012526,0.029690952,0.149054384,0.047480297,0.472992009,0.008754814,0.032224346,0.012307832
